8.5,1.3,2,0.4
8.5,1.3,2.5,0.2
9.5,1.1,2.5,0.6
9,0.7,2,0.2
8.5,1.3,0.5,0.8
8.5,0.3,2,0.6
9,1.3,0.5,0.6
9.5,1.3,1.5,0.4
8.5,0.5,2,1.2
8,1.3,0.5,0.2
8,0.5,1,0.8
9,1.3,1.5,1
8.5,0.9,2.5,1.2
9,0.5,1,0.8
8,1.3,1.5,1
8,0.9,2.5,1
9,0.5,1.5,1
9.5,0.5,2,0.6
9.5,0.7,2.5,0.6
8,0.9,1,1.2
8,0.5,0.5,0.8
8.5,0.7,2,1.2
8.5,1.1,2.5,1.2
9,0.7,0.5,0.2
8.5,0.5,1.5,0.4
9.5,0.3,2.5,0.6
9.5,0.7,2,1
9.5,1.3,2,0.8
9,0.3,0.5,0.8
9,1.3,2,0.6
8.5,0.7,1.5,0.4
9,1.3,2.5,0.4
8,0.7,1,0.4
8.5,1.3,2,0.8
9,0.3,1.5,1.2
8.5,0.7,2.5,0.8
9.5,0.9,2,1.2
9.5,0.3,2,0.6
9.5,1.3,0.5,1
8.5,1.1,2,0.6
9,0.7,1.5,0.2
8.5,0.7,0.5,1
8.5,0.5,1.5,1.2
8,0.5,2.5,1
9,0.9,2.5,0.4
9.5,0.7,2,0.6
9.5,0.7,2.5,0.2
9.5,0.3,0.5,1.2
8.5,1.3,1,0.8
9,0.7,1.5,0.6
8,0.9,1.5,0.4
9.5,1.3,1,0.4
8,0.7,1.5,0.8
9.5,0.5,2.5,0.4
9,0.7,2.5,1.2
9,0.9,0.5,1.2
8.5,1.1,2,0.4
8,0.7,2,0.2
9.5,0.3,0.5,0.2
9.5,1.3,2.5,1.2
9.5,0.7,1.5,0.2
8,0.5,0.5,0.6
9.5,0.9,1,1.2
8.5,0.5,1.5,0.6
9.5,1.3,2,0.6
9,1.1,1,1.2
9,0.5,2,0.8
9.5,1.1,1.5,1
8,0.3,1,0.6
8,0.7,1,0.6
9.5,1.1,1,1
9.5,1.3,1.5,1.2
8.5,1.1,1,1
8.5,1.3,2,0.2
8,1.3,1.5,0.6
8,1.3,2,0.8
8,1.1,1.5,1
8,0.3,1,0.2
8.5,0.5,2,1
8.5,1.1,1.5,0.6
9,1.1,1,0.4
9,0.5,1,0.6
8,0.9,2.5,0.2
9.5,1.3,2,1
8.5,1.1,0.5,1.2
9,0.5,1.5,0.4
9.5,0.9,0.5,0.8
9,0.5,0.5,0.8
9.5,0.9,1,0.8
8,1.3,2,0.6
8.5,1.1,2.5,0.2
8.5,0.3,0.5,1
8.5,1.1,2,1
9,0.9,1.5,1
8,0.7,0.5,0.4
8,1.3,2.5,0.6
9.5,1.1,1,1.2
8,1.3,1.5,1.2
9.5,1.3,1.5,0.2
9,0.5,2.5,0.4
9,0.9,1,0.6
8.5,0.7,2.5,1.2
9,1.1,1.5,0.6
9,0.9,2,1
8,0.7,1,0.8
8.5,1.3,2.5,0.6
9.5,0.9,1.5,0.4
9,1.1,2,0.4
8.5,0.9,2.5,0.8
9,1.1,2.5,0.2
8,1.3,1,1
8,1.1,2.5,0.6
8,1.1,2,1.2
8,1.1,0.5,0.6
9,0.9,1,0.4
9,0.9,1,1.2
9,0.9,2,0.8
9.5,0.9,2.5,0.6
8,0.3,0.5,1
8.5,0.9,0.5,0.2
9.5,0.5,1.5,0.6
8,0.7,2,1
8,0.9,2,1.2
8.5,0.7,0.5,0.4
8,1.1,1,0.4
9.5,0.3,0.5,1
9.5,0.3,1.5,0.4
8,0.3,0.5,0.8
9.5,0.9,0.5,1
8.5,1.3,1,0.6
8,1.1,0.5,0.2
8,0.3,1.5,0.4
8,1.3,2.5,1.2
8.5,1.1,1,0.4
8,0.5,2.5,0.2
9.5,0.3,2,0.4
8,1.3,2.5,0.2
9.5,1.1,0.5,0.6
8.5,0.5,1,0.4
9.5,0.3,1,1.2
9.5,1.3,1,0.6
8,1.1,0.5,1.2
8,1.3,1,0.6
8,1.1,1,1.2
8.5,0.5,1.5,0.8
8.5,0.7,1,1.2
8,0.3,1.5,0.6
9.5,0.3,1,0.8
8,0.7,0.5,0.6
9.5,1.3,2.5,0.2
9.5,0.7,2,0.8
8.5,0.9,2,0.4
8,0.9,1,1
9,0.3,0.5,1.2
9.5,0.5,2,0.2
8,1.1,1,1
8.5,0.5,1,1
8,0.9,2,0.6
9,1.1,1.5,1.2
8.5,0.9,1,1
9.5,1.1,1.5,0.6
8.5,0.7,0.5,0.2
8.5,0.3,2.5,0.4
9.5,0.3,1,0.2
8,0.7,2.5,0.2
9,1.3,2.5,1.2
9,0.9,0.5,0.2
8,0.5,1.5,0.8
8,0.9,2.5,0.8
9.5,0.5,1,0.6
9.5,0.7,1,0.6
9,1.3,0.5,1
9.5,1.1,1,0.4
8.5,0.3,1.5,0.4
9,1.1,2.5,0.6
8.5,0.3,0.5,0.6
9,1.3,1.5,0.4
8,0.7,2.5,1.2
8.5,0.7,1,0.6
8,0.9,0.5,0.4
8,0.9,2,0.2
9.5,0.3,0.5,0.6
8,1.3,1.5,0.8
9,0.5,2.5,1.2
8.5,0.9,0.5,1.2
9.5,0.5,1,0.8
8.5,0.3,1,0.4
9.5,0.5,2,0.8
9,0.3,2,1
8.5,0.9,1.5,0.8
8.5,0.3,2.5,0.6
9.5,0.5,1.5,1.2
8,0.9,1,0.8
8.5,1.3,1,0.4
9.5,1.1,2,0.6
8.5,0.3,1.5,0.2
8,1.1,2,0.2
8,0.5,1,1
9.5,0.7,1,0.8
9.5,0.3,0.5,0.8
9,0.5,2.5,0.8
8.5,0.7,1,1
8.5,0.3,1.5,1.2
9,0.7,1.5,0.4
8,0.7,1,1
8.5,0.5,2,0.2
9,1.1,0.5,1
9,0.9,1,0.2
8,0.7,2.5,0.8
8.5,0.5,1,0.2
9.5,1.1,1,0.6
9.5,1.1,2,0.2
8.5,0.3,1,1.2
8.5,0.3,2,1
9,0.3,2.5,0.6
9,0.7,2,1
8.5,0.5,2.5,1
9,0.3,2,1.2
9,1.3,1.5,0.8
8.5,0.5,1,0.6
9,0.7,2,0.8
8.5,0.5,2,0.4
8.5,1.3,2.5,1
8.5,0.9,2.5,0.6
9,1.1,0.5,0.6
9,0.7,2.5,0.8
9,1.1,0.5,0.4
9,0.9,1.5,1.2
9,0.7,1.5,1
8.5,0.7,0.5,0.6
8.5,0.3,1.5,1
9.5,0.7,1,0.4
9.5,0.9,1.5,0.6
8.5,0.5,2.5,1.2
9.5,1.1,2,0.8
9.5,1.1,0.5,1
9,0.7,0.5,1
8.5,0.3,2.5,1
8,0.9,2.5,1.2
8,1.1,1,0.8
9,0.9,0.5,0.6
8.5,0.3,1,0.8
9,1.3,1.5,0.2
9.5,1.1,1.5,1.2
8,0.3,2,0.6
8.5,1.3,1.5,1
9.5,0.9,2,0.4
8,0.3,2,0.4
8,0.3,2.5,0.2
8,1.3,1,0.8
8,1.1,1.5,0.6
8,0.3,1,1
8,1.1,2,0.8
9,1.3,2,0.8
8,1.3,2.5,0.4
8.5,0.9,2,0.6
8,1.1,1.5,1.2
8,1.3,0.5,0.4
8.5,0.5,2.5,0.2
9,0.3,2.5,0.8
9,0.5,0.5,0.4
8.5,1.1,2,1.2
8.5,0.7,0.5,0.8
9,0.3,1.5,0.6
9,0.9,2,1.2
9,1.3,1.5,1.2
8.5,1.1,2.5,0.4
8,1.1,0.5,0.8
9,0.3,2,0.8
8,0.3,0.5,0.4
8.5,0.7,0.5,1.2
8,0.7,1,1.2
9,0.9,1.5,0.6
8.5,0.7,2,0.2
9,0.9,1.5,0.4
9,1.1,2.5,0.8
9,1.3,1,0.6
9,0.9,2.5,1.2
9,0.5,1.5,0.8
8.5,0.7,1,0.4
9,1.3,2.5,0.8
8.5,0.3,2,1.2
9,0.9,1,0.8
9,1.3,2,0.4
8,0.9,1,0.2
8.5,0.5,0.5,0.4
9.5,0.9,2.5,0.4
9,1.3,1,1
8,1.1,2.5,1.2
8,0.7,2,0.4
9.5,0.9,1.5,0.8
9,1.1,1,0.8
9,0.7,2,1.2
9.5,0.9,0.5,1.2
9,1.1,0.5,0.8
8,0.7,1.5,0.2
8,1.1,2,0.6
9.5,0.9,2,0.8
8.5,0.5,2,0.6
8.5,0.3,1,1
8,0.3,1,0.4
8.5,0.9,1.5,1.2
8.5,0.7,1,0.8
8,0.7,2.5,1
8,0.3,2,1.2
8,0.5,1.5,0.6
8.5,1.3,0.5,1
9.5,0.3,1.5,0.6
8,0.5,0.5,1.2
8.5,1.1,2.5,0.6
8.5,1.1,0.5,0.2
8.5,0.9,2,0.2
9,0.9,2.5,1
8.5,0.3,2.5,0.2
9.5,0.3,1.5,0.2
9.5,0.9,2,0.6
8.5,0.9,2,1
9,1.1,2,0.6
8.5,1.3,2,1
9.5,0.5,1.5,1
9,1.1,1.5,0.2
9.5,1.1,0.5,0.8
9,0.9,0.5,1
9.5,1.3,1,1
8,0.5,2,1
9,0.3,2,0.4
9.5,1.3,0.5,0.8
9,0.7,2,0.6
8,0.3,1,1.2
8.5,1.3,1,1
9.5,1.3,1,1.2
8,0.5,1.5,0.4
8.5,0.7,2,0.6
9,0.7,1,0.4
9.5,0.5,1.5,0.8
8.5,0.9,2,0.8
9,0.3,1,0.4
9,0.3,2.5,0.4
9,0.7,2.5,0.4
9.5,0.9,1.5,1.2
9.5,0.7,1.5,0.4
9,0.9,1.5,0.8
9,1.1,2,1.2
9.5,0.9,0.5,0.4
9,0.3,0.5,1
9.5,0.7,2.5,1
9,1.1,1,0.6
9,0.5,2.5,0.2
9.5,0.3,2,1.2
9.5,0.5,0.5,0.8
9,0.5,2,0.4
9,0.5,2.5,1
8.5,0.3,2,0.8
8,1.1,0.5,1
9.5,0.5,1.5,0.4
9,0.5,0.5,1
8,0.9,2,1
8,1.3,2.5,0.8
8.5,1.3,1.5,0.6
9.5,1.3,2,1.2
8,0.3,0.5,1.2
8,1.3,1.5,0.4
8.5,0.5,1.5,1
8,0.7,0.5,1
8,0.7,1,0.2
8,0.5,1,0.2
9,0.9,1,1
8,0.5,1.5,1.2
8,0.9,0.5,0.6
8,0.9,1.5,0.8
8,0.9,1.5,0.6
9,0.3,1,0.6
9,1.3,1,0.4
9,0.7,0.5,1.2
9.5,0.7,1,1
9.5,1.1,1.5,0.4
9,1.3,1,0.2
9,1.1,1,0.2
8.5,0.7,2.5,0.6
9,1.1,1.5,0.8
9.5,0.9,2.5,1.2
9,1.3,2.5,0.6
8,0.7,1.5,1.2
9.5,0.3,2,1
8.5,1.3,1.5,0.8
8.5,1.3,0.5,0.6
8,1.3,0.5,0.8
9.5,0.5,0.5,0.2
8,0.5,2.5,0.4
8.5,0.9,2.5,0.2
8,0.9,0.5,1
9,0.7,1.5,1.2
9,1.3,0.5,0.2
9.5,0.3,1.5,1
8.5,1.1,0.5,0.6
9.5,0.5,2.5,1.2
8,0.7,2.5,0.4
8.5,0.9,1,0.2
9,0.3,0.5,0.6
9.5,0.7,2.5,0.8
8,1.1,1,0.2
8.5,1.1,0.5,1
9,0.3,2.5,1.2
8.5,0.5,2.5,0.6
8,1.1,2,0.4
9,0.7,0.5,0.4
9,0.5,1,1
9.5,1.1,1,0.2
9,1.1,1,1
9,1.3,1.5,0.6
8,0.5,1,0.4
9,1.1,0.5,0.2
9,0.7,2.5,1
9.5,0.3,2,0.8
8.5,0.7,1.5,0.8
8.5,0.7,1,0.2
9.5,0.9,1.5,1
8.5,1.3,2.5,0.8
8.5,1.1,1,0.8
9.5,1.1,2.5,1
9.5,1.3,0.5,1.2
8,1.3,2,1
9.5,0.3,2.5,0.4
9,0.5,0.5,0.2
8.5,0.9,0.5,0.6
8,1.3,1,1.2
8,0.9,0.5,1.2
9.5,0.3,1.5,1.2
8.5,1.1,1.5,0.4
8,0.3,1.5,1
9.5,0.9,2,1
8,0.3,2.5,0.4
8.5,0.7,2,0.8
8.5,1.1,1,0.2
8.5,1.3,0.5,0.4
9.5,0.3,1,0.4
9.5,1.1,2,1
8.5,1.1,1.5,0.2
8.5,1.1,1.5,0.8
8.5,1.3,2,0.6
9.5,0.9,2.5,0.8
9.5,1.3,1.5,0.8
9,0.5,1,0.4
9.5,1.3,1,0.2
8,0.3,1.5,0.2
9.5,0.7,2,0.4
9,0.7,0.5,0.8
8.5,1.1,1,0.6
9,0.5,2.5,0.6
8,1.1,1.5,0.8
9.5,0.5,2,1
8,0.5,1.5,0.2
9.5,1.3,1.5,0.6
9,0.7,2,0.4
9,0.3,0.5,0.2
8.5,0.7,1.5,1.2
9,1.3,2,1.2
9,1.3,0.5,0.4
9.5,0.9,1,0.6
9,1.3,2,1
9,0.5,2,0.6
8.5,0.7,2.5,1
9.5,1.1,2,0.4
8.5,1.1,1,1.2
8.5,0.5,0.5,0.6
9,0.7,1,0.8
9,1.3,0.5,0.8
8,0.3,2,0.8
8.5,0.5,1,0.8
8.5,0.7,2.5,0.4
9.5,0.9,1,1
8,0.7,1.5,0.6
8.5,1.3,1.5,1.2
9.5,1.1,0.5,1.2
8,1.3,1,0.2
8,0.9,1.5,1
8.5,0.3,1.5,0.6
9,1.1,1.5,1
9.5,1.3,2.5,1
9.5,1.3,2,0.2
8.5,1.3,1.5,0.2
9,1.3,1,1.2
9,0.7,1,1
8,1.3,2,0.4
8,0.5,2,0.6
9.5,0.5,1,0.4
9,0.9,2.5,0.2
9.5,0.7,0.5,0.6
9,0.3,2,0.2
8,0.5,1.5,1
9,0.5,1,0.2
9,0.5,0.5,0.6
9.5,0.5,0.5,0.6
9,0.3,1.5,0.4
8,0.5,0.5,0.4
9.5,0.3,2.5,1
8.5,1.1,0.5,0.4
8.5,1.3,0.5,1.2
8.5,1.1,2,0.8
8,1.1,1.5,0.4
8.5,0.9,0.5,1
9.5,0.9,0.5,0.2
9.5,0.7,0.5,0.4
8.5,1.3,2.5,0.4
8,0.3,0.5,0.2
9.5,0.5,0.5,1
8.5,1.1,1.5,1
9,0.5,1,1.2
9.5,0.5,1.5,0.2
8.5,0.3,0.5,0.8
8,0.7,0.5,1.2
9.5,1.3,2.5,0.8
9.5,1.3,1.5,1
9.5,0.7,1.5,1
8,0.7,2.5,0.6
8,0.7,0.5,0.2
9,0.3,1,0.2
9,0.9,2,0.4
8,1.3,0.5,1
8.5,0.5,1.5,0.2
8.5,0.5,2.5,0.8
8.5,0.5,0.5,1.2
8.5,1.1,2,0.2
9.5,0.7,0.5,0.2
8.5,0.5,2.5,0.4
9.5,0.9,1.5,0.2
8.5,0.7,2,1
8.5,1.3,1.5,0.4
8,0.5,2.5,0.6
9.5,0.3,2,0.2
9,1.3,0.5,1.2
9.5,0.7,1.5,0.6
8.5,0.3,0.5,1.2
8,1.1,2.5,0.4
8,1.3,1.5,0.2
8,0.3,2.5,0.6
8,0.9,2.5,0.4
8,1.1,0.5,0.4
8.5,0.9,2.5,0.4
9,0.3,2,0.6
9.5,0.9,2.5,1
9,0.7,1.5,0.8
9.5,0.5,0.5,0.4
9,0.9,0.5,0.8
8,0.3,2.5,0.8
8.5,0.9,1,0.8
9.5,0.5,2.5,0.8
9.5,0.3,1.5,0.8
9.5,1.1,0.5,0.4
9.5,1.1,2.5,0.4
8.5,0.9,1,0.6
9.5,1.3,2,0.4
9.5,0.9,0.5,0.6
8.5,1.3,2.5,1.2
9.5,0.7,2.5,1.2
9.5,1.1,0.5,0.2
9.5,1.1,2.5,0.8
9,0.3,2.5,1
8.5,1.1,2.5,0.8
8.5,1.1,1.5,1.2
9.5,0.7,1.5,0.8
8.5,0.7,1.5,0.6
8,1.1,1.5,0.2
8,1.3,0.5,0.6
8.5,0.3,2,0.2
8.5,0.9,0.5,0.8
8,0.5,2,1.2
9.5,1.1,2.5,0.2
8,0.5,2.5,1.2
8.5,0.9,2,1.2
9,0.9,2.5,0.6
9,0.7,1,0.6
9.5,0.7,1.5,1.2
8.5,0.3,2.5,0.8
8,0.5,0.5,0.2
